index,Date,ASM_Domestic,ASM_International,Flights_Domestic,Flights_International,Passengers_Domestic,Passengers_International,RPM_Domestic,RPM_International,Airline_Code,Airport_Code
1226,01/06/2003,191876,8858,1922,34,210969,4461,140160,4925,GA,AMP
1227,01/07/2003,191815,6981,1913,35,222894,5177,155122,5715,GA,AMP
1228,01/08/2003,198328,6638,1887,34,228500,5213,166016,5755,GA,AMP
1229,01/09/2003,194603,6020,1854,30,182782,1872,118747,2067,GA,AMP
1230,01/10/2003,207652,6232,2024,31,226406,3620,152704,3996,GA,AMP
1231,01/11/2003,197023,6721,1905,35,215823,4564,149292,5039,GA,AMP
1232,01/12/2003,186194,6352,1742,33,208327,3902,152118,4308,GA,AMP
1233,01/01/2004,188056,5484,1836,29,176674,2966,126014,3274,GA,AMP
1234,01/02/2004,188951,6122,1865,31,192224,4358,135015,4811,GA,AMP
1235,01/03/2004,199482,7062,2008,35,209670,5210,145158,5752,GA,AMP
1236,01/04/2004,198474,7270,1984,34,228484,5798,155698,6160,GA,AMP
1237,01/05/2004,196885,6883,1970,36,215213,3858,146404,4160,GA,AMP
1238,01/06/2004,206098,6553,1973,34,228270,4118,156502,4546,GA,AMP
1239,01/07/2004,208956,6902,1946,36,223462,5266,163259,5814,GA,AMP
1240,01/08/2004,209716,7007,1981,35,225759,5542,167645,6118,GA,AMP
1241,01/09/2004,175752,5034,1794,25,172156,1492,110937,1647,GA,AMP
1242,01/10/2004,209742,5822,2028,29,216244,3435,145966,3635,GA,AMP
1243,01/11/2004,206986,6796,1949,34,216304,4156,148796,4588,GA,AMP
1244,01/12/2004,190944,6749,1857,35,213682,4062,150085,4484,GA,AMP
1245,01/01/2005,176834,6687,1769,35,179851,3523,126408,3889,GA,AMP
1246,01/02/2005,166450,6403,1646,32,178580,4088,124461,4455,GA,AMP
1247,01/03/2005,180298,6641,1798,33,205822,5175,142242,5650,GA,AMP
1248,01/04/2005,182054,7161,1823,35,213814,5368,143437,5846,GA,AMP
1249,01/05/2005,188643,6841,1888,35,207527,3851,138969,4252,GA,AMP
1250,01/06/2005,176170,6363,1789,33,206427,3681,137451,4064,GA,AMP
1251,01/07/2005,180469,6911,1789,36,218016,5317,154918,5870,GA,AMP
1252,01/08/2005,182321,6773,1843,35,211943,5153,151402,5689,GA,AMP
1253,01/09/2005,166190,6002,1718,30,174433,2673,110341,2951,GA,AMP
1254,01/10/2005,167530,6188,1733,30,176967,3698,111972,4083,GA,AMP
1255,01/11/2005,153177,6443,1584,30,177102,3843,109784,4243,GA,AMP
1256,01/12/2005,178601,4860,1689,31,185044,3120,131315,3366,GA,AMP
1257,01/01/2006,172697,4546,1715,29,168551,3159,117379,3055,GA,AMP
1258,01/02/2006,159230,148,1560,1,163307,369,112802,50,GA,AMP
1259,01/03/2006,192857,1340,1875,9,206723,1425,143749,1193,GA,AMP
1260,01/04/2006,187940,1784,1814,12,202295,1599,138155,1622,GA,AMP
1261,01/05/2006,175567,4860,1801,31,186616,3447,122352,3620,GA,AMP
1262,01/06/2006,171045,4703,1741,30,197457,3289,132341,3490,GA,AMP
1263,01/07/2006,173773,4860,1679,31,194398,4000,143761,4281,GA,AMP
1264,01/08/2006,177548,4860,1809,31,186694,3901,138074,4134,GA,AMP
1265,01/09/2006,151728,4381,1621,28,147231,2170,96478,2396,GA,AMP
1266,01/10/2006,155291,4859,1744,31,163837,2890,108704,3191,GA,AMP
1267,01/11/2006,146379,4546,1665,29,171567,3249,112219,3587,GA,AMP
1268,01/12/2006,160877,4677,1688,30,179134,3563,128033,3783,GA,AMP
1269,01/01/2007,162866,4860,1791,31,147476,2876,101266,3175,GA,AMP
1270,01/02/2007,141354,4684,1546,30,136430,3070,93320,3389,GA,AMP
1271,01/03/2007,156950,5443,1749,35,170923,4374,116533,4675,GA,AMP
1272,01/04/2007,152113,7889,1716,57,170255,5309,113864,5322,GA,AMP
1273,01/05/2007,143991,7514,1692,56,158615,4510,101569,4342,GA,AMP
1274,01/06/2007,135379,7859,1608,58,168310,5078,106790,4939,GA,AMP
1275,01/07/2007,138077,8453,1616,62,167561,5506,115889,5414,GA,AMP
1276,01/08/2007,144250,8329,1715,61,167713,6445,118313,6309,GA,AMP
1277,01/09/2007,137322,3170,1616,21,132433,1599,84944,1719,GA,AMP
1278,01/10/2007,144270,3292,1699,21,156972,1982,103568,2188,GA,AMP
1279,01/11/2007,141435,3919,1615,25,154181,2429,104536,2682,GA,AMP
1280,01/12/2007,147638,4076,1548,26,148703,2582,110771,2814,GA,AMP
1281,01/01/2008,156459,3605,1717,23,134146,2041,96685,2253,GA,AMP
1282,01/02/2008,151067,4528,1642,29,137834,3127,100274,3452,GA,AMP
1283,01/03/2008,164797,5599,1786,36,161506,4081,119420,4505,GA,AMP
1284,01/04/2008,153910,3761,1726,24,158869,2605,112114,2876,GA,AMP
1285,01/05/2008,150452,3606,1695,23,151558,2496,104875,2756,GA,AMP
1286,01/06/2008,126492,4076,1532,26,144439,3045,95591,3289,GA,AMP
1287,01/07/2008,126984,4860,1549,31,153067,4865,106761,4340,GA,AMP
1288,01/08/2008,130687,3135,1560,20,148763,3341,105312,2823,GA,AMP
1289,01/09/2008,120655,592,1501,4,120775,419,76904,269,GA,AMP
1290,01/10/2008,133895,601,1585,4,146102,503,98056,317,GA,AMP
1291,01/11/2008,138994,4233,1530,27,143946,2275,99827,2429,GA,AMP
1292,01/12/2008,160906,4703,1617,30,167416,3231,127396,3457,GA,AMP
1293,01/01/2009,159193,3292,1505,21,122378,1401,95743,1472,GA,AMP
1294,01/02/2009,146280,3135,1402,20,121495,1845,95651,1962,GA,AMP
1295,01/03/2009,155020,4076,1404,26,133136,2977,107033,3208,GA,AMP
1296,01/04/2009,132945,3762,1212,24,129448,2936,100232,3207,GA,AMP
1297,01/05/2009,130866,3606,1200,23,124944,2422,95159,2626,GA,AMP
1298,01/06/2009,111241,157,1063,1,115630,128,85130,81,GA,AMP
1299,01/07/2009,105789,,1039,,125505,82,92743,,GA,AMP
1300,01/08/2009,108996,,1063,,122004,94,92254,,GA,AMP
1301,01/09/2009,100234,,971,,98399,,70712,,GA,AMP
1302,01/10/2009,103726,,1013,,110269,,80033,,GA,AMP
1303,01/11/2009,101511,,980,,105272,67,76177,,GA,AMP
1304,01/12/2009,107662,,986,,114508,133,88420,,GA,AMP
1305,01/01/2010,212260,2875,1915,21,159529,1544,131311,1446,GA,AMP
1306,01/02/2010,186501,3559,1649,26,154153,1821,129695,1978,GA,AMP
1307,01/03/2010,232471,4518,2100,33,221762,2842,185231,3138,GA,AMP
1308,01/04/2010,226192,3286,2061,24,214803,2156,173290,2301,GA,AMP
1309,01/05/2010,228457,3175,2061,23,219629,1802,176924,1855,GA,AMP
1310,01/06/2010,226481,3559,2073,26,228704,3102,182792,2717,GA,AMP
1311,01/07/2010,227835,4107,2071,30,243908,4655,199643,3462,GA,AMP
1312,01/08/2010,235406,2190,2141,16,246203,2893,201102,1887,GA,AMP
1313,01/09/2010,213099,,1924,,196240,647,154576,,GA,AMP
1314,01/10/2010,227753,,2042,,223314,581,178828,,GA,AMP
1315,01/11/2010,210602,,1905,,204776,473,161996,,GA,AMP
1316,01/12/2010,210660,628,1872,2,208729,727,169860,575,GA,AMP
1317,01/01/2011,210241,1749,1867,5,164663,481,134400,667,GA,AMP
1318,01/02/2011,206231,1347,1829,4,171337,593,140915,931,GA,AMP
1319,01/03/2011,247399,1161,2213,4,221370,663,181379,828,GA,AMP
1320,01/04/2011,222703,1161,1984,4,212879,796,171767,810,GA,AMP
1321,01/05/2011,238875,,2111,,222806,940,178830,,GA,AMP
1322,01/06/2011,226304,,2041,,220584,1301,175761,,GA,AMP
1323,01/07/2011,228508,,2057,,234663,1950,191581,,GA,AMP
1324,01/08/2011,217266,,1966,,228657,1691,186490,,GA,AMP
1325,01/09/2011,204919,,1833,,185633,1107,147087,,GA,AMP
1326,01/10/2011,209973,,1886,,203270,1084,163355,,GA,AMP
1327,01/11/2011,203578,,1820,,200243,456,160333,,GA,AMP
1328,01/12/2011,226518,871,1966,3,216783,617,180452,622,GA,AMP
1329,01/01/2012,210310,1161,1870,4,168465,1272,137541,865,GA,AMP
1330,01/02/2012,206770,1228,1832,4,172684,1344,141538,1031,GA,AMP
1331,01/03/2012,245416,6321,2140,35,230905,4748,194004,4871,GA,AMP
1332,01/04/2012,261738,6071,2209,34,244907,4742,205797,4459,GA,AMP
1333,01/05/2012,267908,5074,2241,31,246876,4438,204892,3621,GA,AMP
1334,01/06/2012,263740,4770,2050,29,238731,4229,204049,3560,GA,AMP
1335,01/07/2012,274290,4770,2028,29,263223,5400,235428,3961,GA,AMP
1336,01/08/2012,300857,5099,2256,31,292656,5872,258655,4642,GA,AMP
1337,01/09/2012,277710,4775,2127,29,215298,3948,186959,2279,GA,AMP
1338,01/10/2012,272495,3756,2082,27,241093,3694,213896,2581,GA,AMP
1339,01/11/2012,262653,4518,1986,30,219258,3069,195379,2913,GA,AMP
1340,01/12/2012,287804,5833,2140,33,257717,3859,233344,3854,GA,AMP
1341,01/01/2013,247406,5394,1869,32,199542,3376,179086,2714,GA,AMP
1342,01/02/2013,231738,5030,1723,29,189451,4056,173039,3541,GA,AMP
1343,01/03/2013,292191,5098,2102,31,271052,5063,251457,4223,GA,AMP
1344,01/04/2013,277808,7776,2027,53,234109,5973,212624,4858,GA,AMP
1345,01/05/2013,267985,8928,1961,62,237392,7561,213373,6170,GA,AMP
1346,01/06/2013,260201,8640,1933,60,235557,7876,211224,6511,GA,AMP
1347,01/07/2013,259923,10080,1942,66,253062,8892,228902,7886,GA,AMP
1348,01/08/2013,269549,10399,2024,67,258977,10182,233882,8926,GA,AMP
1349,01/09/2013,212384,7167,1685,60,173319,6088,154564,4539,GA,AMP
1350,01/10/2013,231179,7328,1823,62,204353,6087,184223,4528,GA,AMP
1351,01/11/2013,226201,6952,1805,59,193083,5498,173841,4791,GA,AMP
1352,01/12/2013,259582,7955,1975,64,246747,6680,228759,6149,GA,AMP
1353,01/01/2014,224451,8031,1715,63,189508,5658,175313,5118,GA,AMP
1354,01/02/2014,213648,7302,1610,55,180324,5260,167026,5141,GA,AMP
1355,01/03/2014,299750,8896,2165,67,248486,6199,231510,6290,GA,AMP
1356,01/04/2014,280366,8473,2060,64,243332,6783,223691,6609,GA,AMP
1357,01/05/2014,264004,1801,1979,7,235785,1187,212845,1510,GA,AMP
1358,01/06/2014,251928,1255,1899,4,225207,690,205422,982,GA,AMP
1359,01/07/2014,255534,1255,1928,4,248572,1303,228271,1014,GA,AMP
1360,01/08/2014,256614,1569,1937,5,243273,1407,222620,1282,GA,AMP
1361,01/09/2014,201005,,1631,,179032,358,158387,,GA,AMP
1362,01/10/2014,224700,,1822,,205606,625,184502,,GA,AMP
1363,01/11/2014,240563,,2152,,220186,656,184442,,GA,AMP
1364,01/12/2014,280332,588,2327,2,267008,623,237603,506,GA,AMP
1365,01/01/2015,234100,1549,2082,5,191774,1158,163836,1196,GA,AMP
1366,01/02/2015,230458,1196,1974,4,208011,1046,179847,941,GA,AMP
1367,01/03/2015,294509,1255,2498,4,276028,1226,239124,1006,GA,AMP
1368,01/04/2015,269501,1196,2328,4,258410,1086,216629,1033,GA,AMP
1369,01/05/2015,260696,1471,2271,5,250744,947,203791,904,GA,AMP
1370,01/06/2015,258202,1177,2283,4,259231,885,211585,853,GA,AMP
1371,01/07/2015,253471,1839,2066,8,256268,1641,223111,1278,GA,AMP
1372,01/08/2015,257911,2005,2116,9,254038,2374,222386,1607,GA,AMP
1373,01/09/2015,207266,,1930,,194989,862,161870,,GA,AMP
1374,01/10/2015,224087,,2058,,227097,845,189495,,GA,AMP
1375,01/11/2015,229938,,1986,,225374,375,189467,,GA,AMP
1376,01/12/2015,292368,917,2383,4,278627,803,252378,811,GA,AMP
1377,01/01/2016,250400,1248,2196,6,214548,1215,183893,799,GA,AMP
1378,01/02/2016,253111,662,2142,4,210775,1120,181767,491,GA,AMP
1379,01/03/2016,304107,662,2382,4,274336,1248,245865,615,GA,AMP
1380,01/04/2016,264557,166,2094,1,245940,908,215276,117,GA,AMP
1381,01/05/2016,262199,,2087,,243091,605,208763,,GA,AMP
1382,01/06/2016,258147,,2088,,245129,283,211338,,GA,AMP
1383,01/07/2016,254289,,2043,,252406,676,222009,,GA,AMP
1384,01/08/2016,251144,,2071,,246238,843,215551,,GA,AMP
1385,01/09/2016,211852,,1932,,204089,731,170379,,GA,AMP
1386,01/10/2016,214324,,1914,,219462,562,183846,,GA,AMP
1387,01/11/2016,225309,,1889,,230459,797,194477,,GA,AMP
1388,01/12/2016,272808,493,2151,3,268640,1137,240937,304,GA,AMP
1389,01/01/2017,236134,,1921,,209007,,181017,,GA,AMP
1390,01/02/2017,218361,,1737,,192738,,169272,,GA,AMP
1391,01/03/2017,290645,,2214,,269322,,238857,,GA,AMP
1392,01/10/2002,90955,,603,,59664,146,60397,,AA,AMP
1393,01/11/2002,82132,,588,,57058,733,54671,,AA,AMP
1394,01/12/2002,83652,,588,,63031,693,64113,,AA,AMP
1395,01/01/2003,85257,,618,,52720,584,54008,,AA,AMP
1396,01/02/2003,72540,,523,,49791,489,50934,,AA,AMP
1397,01/03/2003,83133,,613,,57639,520,57977,,AA,AMP
1398,01/04/2003,78991,,574,,58518,572,57970,,AA,AMP
1399,01/05/2003,85229,,632,,66375,591,65680,,AA,AMP
1400,01/06/2003,84607,,612,,66469,552,66515,,AA,AMP
1401,01/07/2003,85866,,594,,67130,739,69365,,AA,AMP
1402,01/08/2003,83673,,575,,67939,546,69780,,AA,AMP
1403,01/09/2003,78828,,579,,57618,437,57474,,AA,AMP
1404,01/10/2003,83645,,626,,64210,481,63798,,AA,AMP
1405,01/11/2003,80742,,586,,61576,498,60682,,AA,AMP
1406,01/12/2003,80635,,581,,63898,503,65318,,AA,AMP
1407,01/01/2004,80263,,594,,49655,325,51872,,AA,AMP
1408,01/02/2004,78924,,590,,52995,377,54755,,AA,AMP
1409,01/03/2004,85372,,628,,60360,406,62080,,AA,AMP
1410,01/04/2004,80404,,617,,63195,549,61402,,AA,AMP
1411,01/05/2004,84049,,609,,66194,288,65771,,AA,AMP
1412,01/06/2004,82631,,593,,68883,495,69296,,AA,AMP
1413,01/07/2004,84533,,606,,69470,542,71088,,AA,AMP
1414,01/08/2004,85482,,622,,76094,705,75862,,AA,AMP
1415,01/09/2004,82839,,591,,65609,821,64689,,AA,AMP
1416,01/10/2004,87205,,605,,67412,619,65532,,AA,AMP
1417,01/11/2004,81426,,582,,62813,430,61424,,AA,AMP
1418,01/12/2004,81072,,579,,64529,382,65218,,AA,AMP
1419,01/01/2005,76914,,544,,51348,442,53404,,AA,AMP
1420,01/02/2005,75369,,537,,53881,559,54822,,AA,AMP
1421,01/03/2005,84137,,602,,61809,627,64025,,AA,AMP
1422,01/04/2005,82448,,590,,68197,680,66387,,AA,AMP
1423,01/05/2005,83504,,596,,69949,402,69547,,AA,AMP
1424,01/06/2005,82592,,614,,73020,262,73212,,AA,AMP
1425,01/07/2005,82467,,612,,70625,241,72202,,AA,AMP
1426,01/08/2005,86827,,659,,74360,363,74397,,AA,AMP
1427,01/09/2005,85560,,629,,68280,438,66765,,AA,AMP
1428,01/10/2005,88016,,638,,71674,485,70812,,AA,AMP
1429,01/11/2005,82690,,590,,70069,299,68837,,AA,AMP
1430,01/12/2005,82018,,580,,67563,324,68862,,AA,AMP
1431,01/01/2006,80734,,566,,61431,326,63352,,AA,AMP
1432,01/02/2006,73124,,511,,56759,639,57728,,AA,AMP
1433,01/03/2006,84506,,588,,69605,676,71017,,AA,AMP
1434,01/04/2006,83667,,578,,72041,636,72425,,AA,AMP
1435,01/05/2006,99300,,648,,80079,377,84973,,AA,AMP
1436,01/06/2006,100579,,638,,85146,315,89599,,AA,AMP
1437,01/07/2006,101446,,630,,84142,411,90395,,AA,AMP
1438,01/08/2006,106387,,671,,84302,539,89848,,AA,AMP
1439,01/09/2006,95889,,615,,69189,434,72775,,AA,AMP
1440,01/10/2006,101083,,652,,77455,419,82215,,AA,AMP
1441,01/11/2006,102948,,684,,80585,531,79554,,AA,AMP
1442,01/12/2006,96963,,668,,74357,296,73855,,AA,AMP
1443,01/01/2007,101297,,691,,70276,286,70502,,AA,AMP
1444,01/02/2007,90464,,593,,64012,319,66056,,AA,AMP
1445,01/03/2007,100591,,653,,76975,345,80657,,AA,AMP
1446,01/04/2007,96127,,639,,77583,515,79668,,AA,AMP
1447,01/05/2007,96668,,670,,81971,456,81891,,AA,AMP
1448,01/06/2007,94906,,608,,81119,340,85557,,AA,AMP
1449,01/07/2007,95373,,614,,78320,557,85066,,AA,AMP
1450,01/08/2007,96473,,625,,79626,813,84990,,AA,AMP
1451,01/09/2007,91228,,601,,59342,614,63798,,AA,AMP
1452,01/10/2007,94685,,635,,67474,725,72270,,AA,AMP
1453,01/11/2007,87929,,585,,65653,381,67111,,AA,AMP
1454,01/12/2007,82984,,533,,61627,358,66756,,AA,AMP
1455,01/01/2008,83781,,564,,54207,483,58483,,AA,AMP
1456,01/02/2008,77172,,519,,54297,423,58249,,AA,AMP
1457,01/03/2008,94089,,609,,68625,457,74578,,AA,AMP
1458,01/04/2008,97379,,607,,70129,397,73348,,AA,AMP
1459,01/05/2008,96864,,610,,73174,476,75971,,AA,AMP
1460,01/06/2008,96293,,600,,77971,379,84446,,AA,AMP
1461,01/07/2008,98483,,616,,79722,391,87045,,AA,AMP
1462,01/08/2008,95410,,618,,81713,438,86520,,AA,AMP
1463,01/09/2008,71493,,558,,59541,438,59056,,AA,AMP
1464,01/10/2008,72361,,572,,59380,529,58107,,AA,AMP
1465,01/11/2008,70801,,529,,53677,409,52746,,AA,AMP
1466,01/12/2008,70359,,518,,56973,343,56776,,AA,AMP
1467,01/01/2009,65087,,510,,45315,232,46568,,AA,AMP
1468,01/02/2009,66047,,494,,42868,349,44989,,AA,AMP
1469,01/03/2009,74486,,544,,51774,474,54379,,AA,AMP
1470,01/04/2009,67391,,512,,53069,617,52672,,AA,AMP
1471,01/05/2009,67833,,509,,54091,375,54136,,AA,AMP
1472,01/06/2009,77820,,531,,61950,207,64794,,AA,AMP
1473,01/07/2009,81415,,546,,68609,286,70982,,AA,AMP
1474,01/08/2009,84368,,565,,74387,411,75393,,AA,AMP
1475,01/09/2009,72664,,539,,58298,350,57737,,AA,AMP
1476,01/10/2009,72807,,547,,63351,283,61915,,AA,AMP
1477,01/11/2009,63021,,465,,52780,97,51674,,AA,AMP
1478,01/12/2009,63155,,452,,53033,98,53472,,AA,AMP
1479,01/01/2010,55022,,382,,39605,51,43438,,AA,AMP
1480,01/02/2010,46305,,312,,34126,107,37998,,AA,AMP
1481,01/03/2010,57463,,391,,44065,107,48758,,AA,AMP
1482,01/04/2010,63804,,459,,52333,79,53558,,AA,AMP
1483,01/05/2010,64972,,469,,57740,100,57743,,AA,AMP
1484,01/06/2010,70598,,502,,65221,119,64981,,AA,AMP
1485,01/07/2010,73247,,523,,65252,230,65905,,AA,AMP
1486,01/08/2010,75654,,547,,67716,330,67657,,AA,AMP
1487,01/09/2010,74069,,567,,64006,196,62921,,AA,AMP
1488,01/10/2010,76481,,580,,68051,192,66292,,AA,AMP
1489,01/11/2010,71815,,549,,62685,42,60966,,AA,AMP
1490,01/12/2010,69685,,516,,61404,,60485,,AA,AMP
1491,01/01/2011,67837,,507,,50598,,51991,,AA,AMP
1492,01/02/2011,59939,,452,,46568,,47578,,AA,AMP
1493,01/03/2011,72124,,557,,57387,,57817,,AA,AMP
1494,01/04/2011,66908,,516,,59986,,58270,,AA,AMP
1495,01/05/2011,67997,,521,,62813,29,60755,,AA,AMP
1496,01/06/2011,71695,,545,,67351,30,64733,,AA,AMP
1497,01/07/2011,71251,,538,,66023,89,63934,,AA,AMP
1498,01/08/2011,68689,,521,,65657,123,63267,,AA,AMP
1499,01/09/2011,68506,,523,,58761,,56814,,AA,AMP
1500,01/10/2011,68714,,523,,60699,,57571,,AA,AMP
1501,01/11/2011,65296,,493,,58711,0,56166,,AA,AMP
1502,01/12/2011,66340,,456,,57433,4,57917,,AA,AMP
1503,01/01/2012,114471,,713,,75653,,86505,,AA,AMP
1504,01/02/2012,110711,616,702,2,71209,283,81029,537,AA,AMP
1505,01/03/2012,117842,243,748,1,81870,94,92057,155,AA,AMP
1506,01/04/2012,112251,,685,,82737,109,94076,,AA,AMP
1507,01/05/2012,111443,,688,,84401,75,95113,,AA,AMP
1508,01/06/2012,120112,,695,,90180,95,104774,,AA,AMP
1509,01/07/2012,118017,1137,695,4,87524,607,104467,1102,AA,AMP
1510,01/08/2012,122302,1208,737,4,92311,784,108221,1002,AA,AMP
1511,01/09/2012,122312,,732,,78383,34,89592,,AA,AMP
1512,01/10/2012,109491,,648,,75656,25,87613,,AA,AMP
1513,01/11/2012,111855,,627,,67818,25,79708,,AA,AMP
1514,01/12/2012,108658,,585,,71575,39,89580,,AA,AMP
1515,01/01/2013,107309,302,590,1,62775,110,79795,141,AA,AMP
1516,01/02/2013,97435,553,537,2,57927,209,72326,377,AA,AMP
1517,01/03/2013,122228,,669,,80485,57,98769,,AA,AMP
1518,01/04/2013,115491,,630,,74142,36,89966,,AA,AMP
1519,01/05/2013,115659,,689,,82740,5,96658,,AA,AMP
1520,01/06/2013,115673,,656,,85538,0,103226,,AA,AMP
1521,01/07/2013,110214,1208,626,4,81561,580,99750,1131,AA,AMP
1522,01/08/2013,118125,1208,674,4,88435,600,106440,1057,AA,AMP
1523,01/09/2013,116699,,712,,79893,34,92644,,AA,AMP
1524,01/10/2013,120695,,769,,85333,3,97118,,AA,AMP
1525,01/11/2013,113694,,697,,76185,137,86832,,AA,AMP
1526,01/12/2013,105838,,599,,76511,55,94183,,AA,AMP
1527,01/01/2014,98744,,535,,58788,144,74393,,AA,AMP
1528,01/02/2014,91886,604,492,2,57941,406,72168,557,AA,AMP
1529,01/03/2014,108479,302,606,1,71406,169,88122,108,AA,AMP
1530,01/04/2014,108098,,596,,75974,63,92715,,AA,AMP
1531,01/05/2014,118454,,687,,91517,60,106282,,AA,AMP
1532,01/06/2014,110955,,653,,84507,62,101321,,AA,AMP
1533,01/07/2014,111943,,645,,86387,193,105623,,AA,AMP
1534,01/08/2014,116796,,675,,90037,308,108579,,AA,AMP
1535,01/09/2014,113493,,657,,80579,42,94373,,AA,AMP
1536,01/10/2014,118052,,715,,83469,38,95118,,AA,AMP
1537,01/11/2014,111856,,708,,77493,55,86896,,AA,AMP
1538,01/12/2014,113384,,702,,83866,63,96379,,AA,AMP
1539,01/01/2015,106657,,667,,67297,25,78318,,AA,AMP
1540,01/02/2015,101365,,634,,67988,66,78838,,AA,AMP
1541,01/03/2015,119489,,742,,86362,103,99247,,AA,AMP
1542,01/04/2015,122493,,748,,89613,61,101538,,AA,AMP
1543,01/05/2015,125553,,756,,98119,8,110316,,AA,AMP
1544,01/06/2015,123689,,733,,97848,23,111642,,AA,AMP
1545,01/07/2015,128080,,777,,103762,272,120528,,AA,AMP
1546,01/08/2015,125625,,762,,102660,139,117260,,AA,AMP
1547,01/09/2015,114395,,706,,90069,0,99334,,AA,AMP
1548,01/10/2015,125057,,779,,99121,2,109517,,AA,AMP
1549,01/11/2015,111775,,689,,87441,42,97071,,AA,AMP
1550,01/12/2015,111129,,665,,86711,37,100572,,AA,AMP
1551,01/01/2016,99660,,580,,70097,1,83203,,AA,AMP
1552,01/02/2016,103968,,607,,69721,5,82261,,AA,AMP
1553,01/03/2016,117374,,664,,83817,,100034,,AA,AMP
1554,01/04/2016,113152,,652,,84652,,97870,,AA,AMP
1555,01/05/2016,120483,,697,,92428,,106483,,AA,AMP
1556,01/06/2016,116185,,666,,93256,1,109507,,AA,AMP
1557,01/07/2016,113481,,639,,90603,35,108658,,AA,AMP
1558,01/08/2016,127642,,754,,104002,22,119929,,AA,AMP
1559,01/09/2016,124154,,757,,98787,,109370,,AA,AMP
1560,01/10/2016,126252,,782,,101496,,111922,,AA,AMP
1561,01/11/2016,117835,,731,,93419,,103607,,AA,AMP
1562,01/12/2016,117005,,686,,90885,,106263,,AA,AMP
1563,01/01/2017,106572,,611,,72056,,85739,,AA,AMP
1564,01/02/2017,98106,,554,,65146,,78047,,AA,AMP
1565,01/03/2017,116045,,646,,81154,,96953,,AA,AMP
